"TableName","FieldName","FieldType"
"tblAbsenceTypes","fldCode","xs:int"
"tblAbsenceTypes","fldDescriptionENG","xs:string"
"tblAbsenceTypes","fldDescriptionFRA","xs:string"
"tblAbsenceTypes","fldDescriptionGER","xs:string"
"tblAbsenceTypes","fldDescriptionHEB","xs:string"
"tblAbsenceTypes","fldDescriptionNED","xs:string"
"tblAbsenceTypes","fldDescriptionSPN","xs:string"
"tblAbsenceTypes","fldDescriptionITA","xs:string"
"tblAccountancySessions","fldStore","xs:short"
"tblAccountancySessions","fldID","xs:int"
"tblAccountancySessions","fldGroupID","xs:int"
"tblAccountancySessions","fldOpenDate","xs:dateTime"
"tblAccountancySessions","fldCloseDate","xs:dateTime"
"tblAccountancySessions","fldLastDeclarationID","xs:int"
"tblAccountingCodes","fldStore","xs:short"
"tblAccountingCodes","fldType","xs:int"
"tblAccountingCodes","fldCode","xs:long"
"tblAccountingCodes","fldAccountingCode","xs:string"
"tblAccountingCodes","fldRemarks","xs:string"
"tblAccountingCodes","fldTranType","xs:string"
"tblAccounts","fldAccount","xs:string"
"tblAccounts","fldNameENG","xs:string"
"tblAccounts","fldDescriptionENG","xs:string"
"tblAccounts","fldTS","xs:int"
"tblAccounts","fldNameFRA","xs:string"
"tblAccounts","fldNameGER","xs:string"
"tblAccounts","fldNameHEB","xs:string"
"tblAccounts","fldNameNED","xs:string"
"tblAccounts","fldNameSPN","xs:string"
"tblAccounts","fldDescriptionFRA","xs:string"
"tblAccounts","fldDescriptionGER","xs:string"
"tblAccounts","fldDescriptionHEB","xs:string"
"tblAccounts","fldDescriptionNED","xs:string"
"tblAccounts","fldDescriptionSPN","xs:string"
"tblAccounts","fldType","xs:int"
"tblAccounts","fldMinAmount","xs:int"
"tblAccounts","fldLowAmount","xs:int"
"tblAccounts","fldHighAmount","xs:int"
"tblAccounts","fldMaxAmount","xs:int"
"tblAccounts","fldRemarks","xs:string"
"tblAccounts","fldAccountingCode","xs:string"
"tblAccounts","fldLocked","xs:boolean"
"tblAccounts","fldSubType","xs:int"
"tblAccounts","fldGroup","xs:int"
"tblAccounts","fldPaymean","xs:int"
"tblAccounts","fldBalance","xs:int"
"tblAccounts","fldNameITA","xs:string"
"tblAccounts","fldDescriptionITA","xs:string"
"tblAccounts","fldPOSHighAmountMsg","xs:boolean"
"tblAccounts","fldExportTS","xs:long"
"tblAccountsGroups","fldID","xs:int"
"tblAccountsGroups","fldNameHEB","xs:string"
"tblAccountsGroups","fldNameENG","xs:string"
"tblAccountsGroups","fldNameFRA","xs:string"
"tblAccountsGroups","fldNameGER","xs:string"
"tblAccountsGroups","fldNameNED","xs:string"
"tblAccountsGroups","fldNameSPN","xs:string"
"tblAccountsGroups","fldAllowDeclaration","xs:boolean"
"tblAccountsGroups","fldGroupType","xs:int"
"tblAccountsGroups","fldDesc","xs:string"
"tblAccountsGroups","fldAccountingCode","xs:string"
"tblAccountsGroups","fldCurrentAccountancySession","xs:int"
"tblAccountsGroups","fldNameITA","xs:string"
"tblAccountsGroups","fldStore","xs:short"
"tblAccountsGroups","fldTerminal","xs:short"
"tblAccountsGroups","fldCashier","xs:int"
"tblAccountsGroups","fldTS","xs:int"
"tblAccountsGroupsTypes","fldID","xs:int"
"tblAccountsGroupsTypes","fldNameHEB","xs:string"
"tblAccountsGroupsTypes","fldNameENG","xs:string"
"tblAccountsGroupsTypes","fldOrder","xs:int"
"tblAccountsGroupsTypes","fldNameFRA","xs:string"
"tblAccountsGroupsTypes","fldNameGER","xs:string"
"tblAccountsGroupsTypes","fldNameNED","xs:string"
"tblAccountsGroupsTypes","fldNameSPN","xs:string"
"tblAccountsGroupsTypes","fldNameITA","xs:string"
"tblAccountsGroupsTypes","fldIsFundSource","xs:boolean"
"tblAccountsGroupsTypes","fldIsCollectDest","xs:boolean"
"tblAccountsGroupsTypes","fldTS","xs:int"
"tblAccountsGroupsTypes","fldInternalType","xs:short"
"tblAccountsSubTypes","fldID","xs:int"
"tblAccountsSubTypes","fldNameHEB","xs:string"
"tblAccountsSubTypes","fldNameENG","xs:string"
"tblAccountsSubTypes","fldNameFRA","xs:string"
"tblAccountsSubTypes","fldNameGER","xs:string"
"tblAccountsSubTypes","fldNameNED","xs:string"
"tblAccountsSubTypes","fldNameSPN","xs:string"
"tblAccountsSubTypes","fldAccountType","xs:int"
"tblAccountsSubTypes","fldInternalType","xs:short"
"tblAccountsSubTypes","fldNameITA","xs:string"
"tblAccountsSubTypes","fldTS","xs:int"
"tblAccountsSubTypes","fldDefaultAccountingCode","xs:string"
"tblAccountsTypes","fldID","xs:int"
"tblAccountsTypes","fldNameHEB","xs:string"
"tblAccountsTypes","fldNameENG","xs:string"
"tblAccountsTypes","fldNameFRA","xs:string"
"tblAccountsTypes","fldNameGER","xs:string"
"tblAccountsTypes","fldNameNED","xs:string"
"tblAccountsTypes","fldNameSPN","xs:string"
"tblAccountsTypes","fldNameITA","xs:string"
"tblAccountsTypes","fldOrder","xs:int"
"tblActionItems","fldStore","xs:short"
"tblActionItems","fldNumber","xs:int"
"tblActionItems","fldSubject","xs:string"
"tblActionItems","fldCustomer","xs:long"
"tblActionItems","fldBody","xs:string"
"tblActionItems","fldInitDate","xs:dateTime"
"tblActionItems","fldActionDate","xs:dateTime"
"tblActionItems","fldReminderTime","xs:dateTime"
"tblActionItems","fldStatus","xs:unsignedByte"
"tblActionItems","fldTS","xs:int"
"tblActionItems","fldRemindOnPOS","xs:boolean"
"tblActionItems","fldRemindOnBO","xs:boolean"
"tblActionItems","fldUser","xs:int"
"tblActionItems","fldInitUser","xs:int"
"tblActionItems","fldType","xs:short"
"tblActionItems","fldExpectedTime","xs:short"
"tblActionItems","fldActualTime","xs:short"
"tblActionItemsStatuses","fldID","xs:unsignedByte"
"tblActionItemsStatuses","fldOrder","xs:short"
"tblActionItemsStatuses","fldNameENG","xs:string"
"tblActionItemsStatuses","fldNameFRA","xs:string"
"tblActionItemsStatuses","fldNameGER","xs:string"
"tblActionItemsStatuses","fldNameHEB","xs:string"
"tblActionItemsStatuses","fldNameNED","xs:string"
"tblActionItemsStatuses","fldNameSPN","xs:string"
"tblActionItemsStatuses","fldRemind","xs:boolean"
"tblActionItemsStatuses","fldNameITA","xs:string"
"tblActionItemsTypes","fldID","xs:short"
"tblActionItemsTypes","fldNameHEB","xs:string"
"tblActionItemsTypes","fldNameENG","xs:string"
"tblActionItemsTypes","fldTS","xs:int"
"tblActionItemsTypes","fldNameFRA","xs:string"
"tblActionItemsTypes","fldNameGER","xs:string"
"tblActionItemsTypes","fldNameITA","xs:string"
"tblActionItemsTypes","fldNameNED","xs:string"
"tblActionItemsTypes","fldNameSPN","xs:string"
"tblActionItemsTypes","fldAutoSuggestOnBillClose","xs:boolean"
"tblActionItemsTypes","fldAutoAddDays","xs:short"
"tblActionItemsTypes","fldAutoText","xs:string"
"tblActionItemsTypes","fldRequireCustomer","xs:boolean"
"tblActionItemsTypes","fldBehavior","xs:unsignedByte"
"tblAddedFields","fldFieldID","xs:int"
"tblAddedFields","fldType","xs:unsignedByte"
"tblAddedFields","fldMaxLength","xs:short"
"tblAddedFields","fldMinLength","xs:short"
"tblAddedFields","fldValidationString","xs:string"
"tblAddedFields","fldTS","xs:int"
"tblAddedFields","fldCaptionENG","xs:string"
"tblAddedFields","fldCaptionFRA","xs:string"
"tblAddedFields","fldCaptionGER","xs:string"
"tblAddedFields","fldCaptionHEB","xs:string"
"tblAddedFields","fldCaptionNED","xs:string"
"tblAddedFields","fldCaptionSPN","xs:string"
"tblAddedFields","fldCaptionITA","xs:string"
"tblAddedFields","fldBehavior","xs:unsignedByte"
"tblAddedFields","fldBehaviorValueEdit","xs:boolean"
"tblAddedFieldsOptions","fldFieldID","xs:int"
"tblAddedFieldsOptions","fldOptionID","xs:unsignedByte"
"tblAddedFieldsOptions","fldValue","xs:string"
"tblAddedFieldsOptions","fldTS","xs:int"
"tblAddedInputsSets","fldID","xs:int"
"tblAddedInputsSets","fldRequired","xs:boolean"
"tblAddedInputsSets","fldTS","xs:int"
"tblAddedInputsSets","fldCaptionENG","xs:string"
"tblAddedInputsSets","fldCaptionFRA","xs:string"
"tblAddedInputsSets","fldCaptionGER","xs:string"
"tblAddedInputsSets","fldCaptionHEB","xs:string"
"tblAddedInputsSets","fldCaptionITA","xs:string"
"tblAddedInputsSets","fldCaptionNED","xs:string"
"tblAddedInputsSets","fldCaptionSPN","xs:string"
"tblAddedInputsSets","fldCloseOnScan","xs:boolean"
"tblAddedInputsSets","fldInLine","xs:boolean"
"tblAddedInputsSets","fldStartDate","xs:dateTime"
"tblAddedInputsSets","fldEndDate","xs:dateTime"
"tblAddedInputsSets","fldStartTime","xs:dateTime"
"tblAddedInputsSets","fldEndTime","xs:dateTime"
"tblAddedInputsSetsFields","fldID","xs:int"
"tblAddedInputsSetsFields","fldOrder","xs:short"
"tblAddedInputsSetsFields","fldFieldID","xs:int"
"tblAddedInputsSetsFields","fldOptionalMode","xs:unsignedByte"
"tblAddedInputsSetsFields","fldPrintOnReceipt","xs:boolean"
"tblAddedInputsSetsFields","fldPrintOnJournal","xs:boolean"
"tblAddedInputsSetsFields","fldReuseValues","xs:boolean"
"tblAddedInputsSetsFields","fldTS","xs:int"
"tblAddedMsgs","fldID","xs:int"
"tblAddedMsgs","fldBold","xs:boolean"
"tblAddedMsgs","fldBorder","xs:boolean"
"tblAddedMsgs","fldPrintInline","xs:boolean"
"tblAddedMsgs","fldPrintEOB","xs:boolean"
"tblAddedMsgs","fldOprDisp","xs:boolean"
"tblAddedMsgs","fldCustDisp","xs:boolean"
"tblAddedMsgs","fldMerge","xs:boolean"
"tblAddedMsgs","fldTS","xs:int"
"tblAddedMsgs","fldCaptionENG","xs:string"
"tblAddedMsgs","fldCaptionFRA","xs:string"
"tblAddedMsgs","fldCaptionGER","xs:string"
"tblAddedMsgs","fldCaptionHEB","xs:string"
"tblAddedMsgs","fldCaptionITA","xs:string"
"tblAddedMsgs","fldCaptionNED","xs:string"
"tblAddedMsgs","fldCaptionSPN","xs:string"
"tblAddedMsgsSets","fldID","xs:int"
"tblAddedMsgsSets","fldTS","xs:int"
"tblAddedMsgsSets","fldNameENG","xs:string"
"tblAddedMsgsSets","fldNameFRA","xs:string"
"tblAddedMsgsSets","fldNameGER","xs:string"
"tblAddedMsgsSets","fldNameHEB","xs:string"
"tblAddedMsgsSets","fldNameITA","xs:string"
"tblAddedMsgsSets","fldNameNED","xs:string"
"tblAddedMsgsSets","fldNameSPN","xs:string"
"tblAddedMsgsSetsMsg","fldID","xs:int"
"tblAddedMsgsSetsMsg","fldOrder","xs:short"
"tblAddedMsgsSetsMsg","fldMsgID","xs:int"
"tblAddedMsgsSetsMsg","fldTS","xs:int"
"tblAddressTypes","fldID","xs:unsignedByte"
"tblAddressTypes","fldNameENG","xs:string"
"tblAddressTypes","fldNameHEB","xs:string"
"tblAddressTypes","fldTS","xs:int"
"tblAddressTypes","fldNameFRA","xs:string"
"tblAddressTypes","fldNameGER","xs:string"
"tblAddressTypes","fldNameITA","xs:string"
"tblAddressTypes","fldNameNED","xs:string"
"tblAddressTypes","fldNameSPN","xs:string"
"tblAddressTypes","fldAPIAliases","xs:string"
"tblAutoTasks","fldID","xs:int"
"tblAutoTasks","fldTerminal","xs:short"
"tblAutoTasks","fldUser","xs:int"
"tblAutoTasks","fldEvent","xs:int"
"tblAutoTasks","fldBOComponent","xs:int"
"tblAutoTasks","fldFunctionID","xs:int"
"tblAutoTasks","fldSequential","xs:boolean"
"tblAutoTasks","fldParameter1","xs:string"
"tblAutoTasks","fldParameter2","xs:string"
"tblAutoTasks","fldRemarks","xs:string"
"tblAutoTasks","fldRty","xs:int"
"tblAutoTasks","fldTime","xs:dateTime"
"tblAutoTasks","fldEndTime","xs:dateTime"
"tblAutoTasks","fldLastExecuteTime","xs:dateTime"
"tblAutoTasks","fldIntervalUnit","xs:unsignedByte"
"tblAutoTasks","fldInterval","xs:short"
"tblAutoTasks","fldActive","xs:boolean"
"tblAutoTasks","fldDescriptionENG","xs:string"
"tblAutoTasks","fldDescriptionFRA","xs:string"
"tblAutoTasks","fldDescriptionGER","xs:string"
"tblAutoTasks","fldDescriptionHEB","xs:string"
"tblAutoTasks","fldDescriptionITA","xs:string"
"tblAutoTasks","fldDescriptionNED","xs:string"
"tblAutoTasks","fldDescriptionSPN","xs:string"
"tblAutoTasks","fldAsync","xs:boolean"
"tblAutoTasks","fldRtyResetTiming","xs:short"
"tblAutoTasks","fldLastFailureTime","xs:dateTime"
"tblAutoTasks","fldSendBlockingEM","xs:boolean"
"tblBackPrinters","fldID","xs:short"
"tblBackPrinters","fldStore","xs:short"
"tblBackPrinters","fldMode","xs:unsignedByte"
"tblBackPrinters","fldPrinterName","xs:string"
"tblBackPrinters","fldConnectionString","xs:string"
"tblBackPrinters","fldEnabled","xs:boolean"
"tblBackPrinters","fldLastSequence","xs:int"
"tblBackPrinters","fldTS","xs:int"
"tblBackPrinters","fldMaxMinutes","xs:short"
"tblBackPrinters","fldLanguageID","xs:string"
"tblBackPrinters","fldGroup","xs:short"
"tblBackPrinters","fldNameENG","xs:string"
"tblBackPrinters","fldNameFRA","xs:string"
"tblBackPrinters","fldNameGER","xs:string"
"tblBackPrinters","fldNameHEB","xs:string"
"tblBackPrinters","fldNameITA","xs:string"
"tblBackPrinters","fldNameNED","xs:string"
"tblBackPrinters","fldNameSPN","xs:string"
"tblBackPrinters","fldCopies","xs:unsignedByte"
"tblBackPrinters","fldPrintByPOS","xs:boolean"
"tblBackPrinters","fldBeep","xs:boolean"
"tblBackPrinters","fldMargins","xs:string"
"tblBackPrinters","fldTerminal","xs:short"
"tblBackPrintersGroups","fldID","xs:short"
"tblBackPrintersGroups","fldNameHEB","xs:string"
"tblBackPrintersGroups","fldNameENG","xs:string"
"tblBackPrintersGroups","fldTS","xs:int"
"tblBackPrintersGroups","fldNameFRA","xs:string"
"tblBackPrintersGroups","fldNameGER","xs:string"
"tblBackPrintersGroups","fldNameITA","xs:string"
"tblBackPrintersGroups","fldNameNED","xs:string"
"tblBackPrintersGroups","fldNameSPN","xs:string"
"tblBackPrintersGroups","fldItemsSeparation","xs:boolean"
"tblBackPrintersGroups","fldOnlyPrepareItems","xs:boolean"
"tblBackPrintersGroups","fldPrintBarcode","xs:boolean"
"tblBackups","fldStore","xs:short"
"tblBackups","fldSequence","xs:int"
"tblBackups","fldDate","xs:dateTime"
"tblBackups","fldAction","xs:int"
"tblBackups","fldDest","xs:string"
"tblBackups","fldRes","xs:boolean"
"tblBackups","fldExportTS","xs:long"
"tblBankAccounts","fldID","xs:int"
"tblBankAccounts","fldName","xs:string"
"tblBankAccounts","fldBank","xs:short"
"tblBankAccounts","fldBranch","xs:short"
"tblBankAccounts","fldAccount","xs:string"
"tblBankAccounts","fldDetails","xs:string"
"tblBankAccounts","fldActive","xs:boolean"
"tblBankAccounts","fldTS","xs:int"
"tblBankAccounts","fldAccountType","xs:short"
"tblBanks","fldCode","xs:short"
"tblBanks","fldName","xs:string"
"tblBanks","fldApprovalAmount","xs:int"
"tblBanks","fldBlocked","xs:boolean"
"tblBanks","fldTS","xs:int"
"tblBanks","fldChequeNameTop","xs:unsignedByte"
"tblBanks","fldChequeNameRight","xs:unsignedByte"
"tblBanks","fldChequeAmountTop","xs:unsignedByte"
"tblBanks","fldChequeAmountLeft","xs:unsignedByte"
"tblBanks","fldChequeAmountWordsTop","xs:unsignedByte"
"tblBanks","fldChequeAmountWordsRight","xs:unsignedByte"
"tblBanks","fldChequeDateTop","xs:unsignedByte"
"tblBanks","fldChequeDateLeft","xs:unsignedByte"
"tblBanks","fldWebsite","xs:string"
"tblBanks","fldTransFileName","xs:string"
"tblBanks","fldTransFileExportInfo","xs:string"
"tblBanksBranches","fldBank","xs:short"
"tblBanksBranches","fldBranch","xs:short"
"tblBanksBranches","fldName","xs:string"
"tblBanksBranches","fldAddress","xs:string"
"tblBanksBranches","fldPhone","xs:string"
"tblBanksBranches","fldFax","xs:string"
"tblBanksBranches","fldBlocked","xs:boolean"
"tblBanksBranches","fldOrder","xs:short"
"tblBanksBranches","fldTS","xs:int"
"tblBankTrans","fldBankAccount","xs:int"
"tblBankTrans","fldIndex","xs:int"
"tblBankTrans","fldImportTime","xs:dateTime"
"tblBankTrans","fldAmount","xs:long"
"tblBankTrans","fldBalance","xs:long"
"tblBankTrans","fldReference","xs:string"
"tblBankTrans","fldType","xs:unsignedByte"
"tblBankTrans","fldCategory","xs:int"
"tblBankTrans","fldDetails","xs:string"
"tblBankTrans","fldRemarks","xs:string"
"tblBankTrans","fldTransDate","xs:dateTime"
"tblBankTrans","fldValueDate","xs:dateTime"
"tblBankTrans","fldAutoType","xs:boolean"
"tblBankTrans","fldSourceAccount","xs:string"
"tblBankTrans","fldBatch","xs:int"
"tblBankTrans","fldRecordType","xs:string"
"tblBankTransCategories","fldID","xs:unsignedByte"
"tblBankTransCategories","fldNameHEB","xs:string"
"tblBankTransCategories","fldNameENG","xs:string"
"tblBankTransCategories","fldNameFRA","xs:string"
"tblBankTransCategories","fldNameGER","xs:string"
"tblBankTransCategories","fldNameITA","xs:string"
"tblBankTransCategories","fldNameNED","xs:string"
"tblBankTransCategories","fldNameSPN","xs:string"
"tblBankTransCategories","fldTS","xs:int"
"tblBankTransCategories","fldOrder","xs:short"
"tblBankTransTypes","fldID","xs:unsignedByte"
"tblBankTransTypes","fldNameHEB","xs:string"
"tblBankTransTypes","fldNameENG","xs:string"
"tblBankTransTypes","fldCategory","xs:int"
"tblBankTransTypes","fldKeywords","xs:string"
"tblBankTransTypes","fldBank","xs:short"
"tblBankTransTypes","fldTemplate","xs:int"
"tblBankTransTypes","fldHideDetails","xs:boolean"
"tblBankTransTypes","fldHideSource","xs:boolean"
"tblBankTransTypes","fldNameFRA","xs:string"
"tblBankTransTypes","fldNameGER","xs:string"
"tblBankTransTypes","fldNameITA","xs:string"
"tblBankTransTypes","fldNameNED","xs:string"
"tblBankTransTypes","fldNameSPN","xs:string"
"tblBankTransTypes","fldTS","xs:int"
"tblBankTransTypes","fldAmountSign","xs:short"
"tblBankTransTypes","fldOrder","xs:short"
"tblBankTransTypes","fldIgnore","xs:boolean"
"tblBankTransTypes","fldRecordType","xs:string"
"tblBarcodesDefinitions","fldID","xs:int"
"tblBarcodesDefinitions","fldKeyPos","xs:int"
"tblBarcodesDefinitions","fldKey","xs:string"
"tblBarcodesDefinitions","fldType","xs:int"
"tblBarcodesDefinitions","fldParameter1Pos","xs:int"
"tblBarcodesDefinitions","fldParameter1Len","xs:int"
"tblBarcodesDefinitions","fldParameter1Val","xs:string"
"tblBarcodesDefinitions","fldParameter2Pos","xs:int"
"tblBarcodesDefinitions","fldParameter2Len","xs:int"
"tblBarcodesDefinitions","fldParameter2Val","xs:string"
"tblBarcodesDefinitions","fldParameter3Pos","xs:int"
"tblBarcodesDefinitions","fldParameter3Len","xs:int"
"tblBarcodesDefinitions","fldParameter3Val","xs:string"
"tblBarcodesDefinitions","fldParameter4Pos","xs:int"
"tblBarcodesDefinitions","fldParameter4Len","xs:int"
"tblBarcodesDefinitions","fldParameter4Val","xs:string"
"tblBarcodesDefinitions","fldParameter5Pos","xs:int"
"tblBarcodesDefinitions","fldParameter5Len","xs:int"
"tblBarcodesDefinitions","fldParameter5Val","xs:string"
"tblBarcodesDefinitions","fldMinLength","xs:int"
"tblBarcodesDefinitions","fldMaxLength","xs:int"
"tblBarcodesDefinitions","fldActive","xs:boolean"
"tblBarcodesDefinitions","fldFormat","xs:int"
"tblBarcodesDefinitions","fldTS","xs:int"
"tblBarcodesDefinitions","fldPrimary","xs:boolean"
"tblBarcodesDefinitions","fldCheckDigit","xs:unsignedByte"
"tblBarcodesDefinitions","fldNameENG","xs:string"
"tblBarcodesDefinitions","fldNameFRA","xs:string"
"tblBarcodesDefinitions","fldNameGER","xs:string"
"tblBarcodesDefinitions","fldNameHEB","xs:string"
"tblBarcodesDefinitions","fldNameNED","xs:string"
"tblBarcodesDefinitions","fldNameSPN","xs:string"
"tblBarcodesDefinitions","fldNameITA","xs:string"
"tblBarcodesDefinitions","fldAddCodeCheckDigit","xs:boolean"
"tblBarcodesDefinitions","fldParameter6Pos","xs:int"
"tblBarcodesDefinitions","fldParameter6Len","xs:int"
"tblBarcodesDefinitions","fldParameter6Val","xs:string"
"tblBarcodesDefinitions","fldDisableOnMainForm","xs:boolean"
"tblBarcodesDefinitions","fldSelfServiceMode","xs:unsignedByte"
"tblBarcodesDefinitions","fldParameter7Pos","xs:int"
"tblBarcodesDefinitions","fldParameter7Len","xs:int"
"tblBarcodesDefinitions","fldParameter7Val","xs:string"
"tblBarcodesTypes","fldType","xs:int"
"tblBarcodesTypes","fldDescriptionENG","xs:string"
"tblBarcodesTypes","fldParam1NameENG","xs:string"
"tblBarcodesTypes","fldParam2NameENG","xs:string"
"tblBarcodesTypes","fldParam3NameENG","xs:string"
"tblBarcodesTypes","fldParam4NameENG","xs:string"
"tblBarcodesTypes","fldParam5NameENG","xs:string"
"tblBarcodesTypes","fldDescriptionHEB","xs:string"
"tblBarcodesTypes","fldParam1NameHEB","xs:string"
"tblBarcodesTypes","fldParam2NameHEB","xs:string"
"tblBarcodesTypes","fldParam3NameHEB","xs:string"
"tblBarcodesTypes","fldParam4NameHEB","xs:string"
"tblBarcodesTypes","fldParam5NameHEB","xs:string"
"tblBarcodesTypes","fldDescriptionFRA","xs:string"
"tblBarcodesTypes","fldDescriptionGER","xs:string"
"tblBarcodesTypes","fldDescriptionNED","xs:string"
"tblBarcodesTypes","fldParam1NameFRA","xs:string"
"tblBarcodesTypes","fldParam1NameGER","xs:string"
"tblBarcodesTypes","fldParam1NameNED","xs:string"
"tblBarcodesTypes","fldParam2NameFRA","xs:string"
"tblBarcodesTypes","fldParam2NameGER","xs:string"
"tblBarcodesTypes","fldParam2NameNED","xs:string"
"tblBarcodesTypes","fldParam3NameFRA","xs:string"
"tblBarcodesTypes","fldParam3NameGER","xs:string"
"tblBarcodesTypes","fldParam3NameNED","xs:string"
"tblBarcodesTypes","fldParam4NameFRA","xs:string"
"tblBarcodesTypes","fldParam4NameGER","xs:string"
"tblBarcodesTypes","fldParam4NameNED","xs:string"
"tblBarcodesTypes","fldDescriptionSPN","xs:string"
"tblBarcodesTypes","fldParam1NameSPN","xs:string"
"tblBarcodesTypes","fldParam2NameSPN","xs:string"
"tblBarcodesTypes","fldParam3NameSPN","xs:string"
"tblBarcodesTypes","fldParam4NameSPN","xs:string"
"tblBarcodesTypes","fldParam5NameFRA","xs:string"
"tblBarcodesTypes","fldParam5NameGER","xs:string"
"tblBarcodesTypes","fldParam5NameNED","xs:string"
"tblBarcodesTypes","fldParam5NameSPN","xs:string"
"tblBarcodesTypes","fldDescriptionITA","xs:string"
"tblBarcodesTypes","fldParam1NameITA","xs:string"
"tblBarcodesTypes","fldParam2NameITA","xs:string"
"tblBarcodesTypes","fldParam3NameITA","xs:string"
"tblBarcodesTypes","fldParam4NameITA","xs:string"
"tblBarcodesTypes","fldParam5NameITA","xs:string"
"tblBarcodesTypes","fldParam6NameENG","xs:string"
"tblBarcodesTypes","fldParam6NameFRA","xs:string"
"tblBarcodesTypes","fldParam6NameGER","xs:string"
"tblBarcodesTypes","fldParam6NameHEB","xs:string"
"tblBarcodesTypes","fldParam6NameITA","xs:string"
"tblBarcodesTypes","fldParam6NameNED","xs:string"
"tblBarcodesTypes","fldParam6NameSPN","xs:string"
"tblBarcodesTypes","fldParam7NameENG","xs:string"
"tblBarcodesTypes","fldParam7NameFRA","xs:string"
"tblBarcodesTypes","fldParam7NameGER","xs:string"
"tblBarcodesTypes","fldParam7NameHEB","xs:string"
"tblBarcodesTypes","fldParam7NameITA","xs:string"
"tblBarcodesTypes","fldParam7NameNED","xs:string"
"tblBarcodesTypes","fldParam7NameSPN","xs:string"
"tblBasketsDistribution","fldFromAmount","xs:int"
"tblBasketsDistribution","fldToAmount","xs:int"
"tblBasketsDistribution","fldRange","xs:string"
"tblBatchTypes","fldID","xs:unsignedByte"
"tblBatchTypes","fldNameHEB","xs:string"
"tblBatchTypes","fldNameENG","xs:string"
"tblBatchTypes","fldSubType","xs:unsignedByte"
"tblBatchTypes","fldPrintOnBill","xs:boolean"
"tblBatchTypes","fldAltItemCode","xs:long"
"tblBatchTypes","fldRequireCustomer","xs:boolean"
"tblBatchTypes","fldTS","xs:int"
"tblBatchTypes","fldNameFRA","xs:string"
"tblBatchTypes","fldNameGER","xs:string"
"tblBatchTypes","fldNameITA","xs:string"
"tblBatchTypes","fldNameNED","xs:string"
"tblBatchTypes","fldNameSPN","xs:string"
"tblBatchTypes","fldInterface","xs:short"
"tblBatchTypes","fldOrder","xs:short"
"tblBatchTypes","fldExpirationPeriod","xs:string"
"tblBillTypes","fldID","xs:unsignedByte"
"tblBillTypes","fldNameHEB","xs:string"
"tblBillTypes","fldNameENG","xs:string"
"tblBillTypes","fldRequireCustomer","xs:boolean"
"tblBillTypes","fldAllowLockedCustomer","xs:boolean"
"tblBillTypes","fldHideVAT","xs:boolean"
"tblBillTypes","fldPaymean","xs:int"
"tblBillTypes","fldUserPermission","xs:short"
"tblBillTypes","fldReasonSet","xs:short"
"tblBillTypes","fldRequireSalePerson","xs:boolean"
"tblBillTypes","fldExpirationPeriod","xs:string"
"tblBillTypes","fldTS","xs:int"
"tblBillTypes","fldNameFRA","xs:string"
"tblBillTypes","fldNameGER","xs:string"
"tblBillTypes","fldNameITA","xs:string"
"tblBillTypes","fldNameNED","xs:string"
"tblBillTypes","fldNameSPN","xs:string"
"tblBillTypes","fldExpirationEditMode","xs:unsignedByte"
"tblBillTypes","fldExpirationByCustomer","xs:boolean"
"tblBillTypes","fldSignENG","xs:string"
"tblBillTypes","fldSignFRA","xs:string"
"tblBillTypes","fldSignGER","xs:string"
"tblBillTypes","fldSignHEB","xs:string"
"tblBillTypes","fldSignITA","xs:string"
"tblBillTypes","fldSignNED","xs:string"
"tblBillTypes","fldSignSPN","xs:string"
"tblBillTypes","fldTSKeysSetToOpen","xs:short"
"tblBillTypes","fldBillCopies","xs:unsignedByte"
"tblBillTypes","fldSignatureOnCopy","xs:boolean"
"tblBillTypes","fldHideBalanceAndPoints","xs:boolean"
"tblBillTypes","fld1stCopyCaptionENG","xs:string"
"tblBillTypes","fld1stCopyCaptionFRA","xs:string"
"tblBillTypes","fld1stCopyCaptionGER","xs:string"
"tblBillTypes","fld1stCopyCaptionHEB","xs:string"
"tblBillTypes","fld1stCopyCaptionITA","xs:string"
"tblBillTypes","fld1stCopyCaptionNED","xs:string"
"tblBillTypes","fld1stCopyCaptionSPN","xs:string"
"tblBillTypes","fldPointsAccumulation","xs:boolean"
"tblBillTypes","fldAltHeaderSection","xs:short"
"tblBillTypes","fldAltFooterSection","xs:short"
"tblBillTypes","fldCustomerNamePrintMethod","xs:unsignedByte"
"tblBillTypes","fldDisablePromotions","xs:boolean"
"tblBillTypes","fldPrintCaption","xs:boolean"
"tblBillTypes","fldConvertToOrderType","xs:unsignedByte"
"tblBOCellStyles","fldID","xs:int"
"tblBOCellStyles","fldNameENG","xs:string"
"tblBOCellStyles","fldNameFRA","xs:string"
"tblBOCellStyles","fldNameGER","xs:string"
"tblBOCellStyles","fldNameHEB","xs:string"
"tblBOCellStyles","fldNameITA","xs:string"
"tblBOCellStyles","fldNameNED","xs:string"
"tblBOCellStyles","fldNameSPN","xs:string"
"tblBOCellStyles","fldStyleText","xs:string"
"tblBOCellStyles","fldTS","xs:int"
"tblBOEntityFields","fldStore","xs:short"
"tblBOEntityFields","fldDDSetID","xs:int"
"tblBOEntityFields","fldFieldID","xs:int"
"tblBOEntityFields","fldDefaultValue","xs:string"
"tblBOEntityFields","fldTS","xs:int"
